"Recipient Type","Recipient Name","Nit o Identificacion","Workplace","Specialty","Categoria de la Transferencia","Date of Provision","Place","Purpose","Details","Amount (COP)"
"HCP","Dr. Mateo Gonzalez","CE-477845","Hospital Pablo Tobón Uribe (Medellín)","Radiología","DONACIONES","2026-03-16","Medellín","Donación de equipo ecográfico portátil","Factura CO-20260316-398",1257869
"HCP","Dr. Diana Munoz","CC-1902888228","Clínica Imbanaco (Cali)","Cirugía General","HONORARIOS","2026-02-09","Cali","Docencia en conferencia regional de salud","Factura CO-20260209-399",4258177
"HCP","Dr. Natalia Hernandez","CC-1688802193","Hospital Universitario San Ignacio (Bogotá)","Dermatología","VIAJES","2026-04-27","Bogotá","Gastos de traslado aéreo a congreso médico","Factura CO-20260427-400",865043
"HCP","Dr. Jorge Munoz","CC-1143051281","Hospital Departamental de Villavicencio","Anestesiología","DONACIONES","2026-02-01","Villavicencio","Beca de estudio científico institucional","Factura CO-20260201-401",16607064
"INSTITUTION","Hospital General de Medellín","NIT-743858376-6","","","REUNIONES","2026-01-29","Bogotá","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260129-402",589508
"HCP","Dr. Luciana Lopez","CC-1507009792","Hospital Departamental de Villavicencio","Anestesiología","HONORARIOS","2026-05-01","Villavicencio","Contrato de advisory board farmacéutico","Factura CO-20260501-403",789375
"HCP","Dr. Santiago Bermudez","CC-1172800924","Hospital Pablo Tobón Uribe (Medellín)","Oncología","REUNIONES","2026-02-08","Medellín","Inscripción a simposio nacional de cardiología","Factura CO-20260208-404",361777
"HCP","Dr. Sofia Rojas","CC-1685191111","Fundación Cardioinfantil (Bogotá)","Ginecología","VIAJES","2026-05-09","Bogotá","Gastos de traslado aéreo a congreso médico","Factura CO-20260509-405",636294
"HCP","Dr. Valeria Moreno","CC-1796338312","Fundación Cardioinfantil (Bogotá)","Ginecología","VIAJES","2026-04-10","Bogotá","Gastos de traslado aéreo a congreso médico","Factura CO-20260410-406",2318966
"HCP","Dr. Santiago Moreno","CE-128592","Fundación Cardioinfantil (Bogotá)","Ginecología","HONORARIOS","2026-04-17","Bogotá","Docencia en conferencia regional de salud","Factura CO-20260417-407",449893
"HCP","Dr. Jorge Gonzalez","CC-1545808111","Clínica Foscal (Bucaramanga)","Cirugía General","DONACIONES","2026-05-08","Bucaramanga","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260508-408",4325792
"INSTITUTION","Clínica Portoazul (Barranquilla)","NIT-316090638-8","","","DONACIONES","2026-05-24","Cali","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260524-409",1352871
"HCP","Dr. Nicolas Hernandez","CC-1089578512","Hospital General de Medellín","Oncología","DONACIONES","2026-04-10","Medellín","Beca de estudio científico institucional","Factura CO-20260410-410",15758877
"HCP","Dr. Diana Sanchez","CE-587988","Clínica Portoazul (Barranquilla)","Anestesiología","REUNIONES","2026-02-05","Barranquilla","Inscripción a simposio nacional de cardiología","Factura CO-20260205-411",789289
"HCP","Dr. Patricia Echeverri","CC-1899665772","Fundación Cardioinfantil (Bogotá)","Pediatría","REUNIONES","2026-04-07","Bogotá","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260407-412",386594
"HCP","Dr. Camila Ortiz","CE-422526","Hospital Universitario San Ignacio (Bogotá)","Cirugía General","DONACIONES","2026-04-09","Bogotá","Donación de equipo ecográfico portátil","Factura CO-20260409-413",1035807
"HCP","Dr. Natalia Hernandez","CC-1867086642","Clínica Portoazul (Barranquilla)","Anestesiología","HONORARIOS","2026-05-08","Barranquilla","Asesoría científica en junta médica","Factura CO-20260508-414",1259053
"HCP","Dr. Alvaro Lopez","CE-265229","Clínica Foscal (Bucaramanga)","Anestesiología","HONORARIOS","2026-05-09","Bucaramanga","Servicios de consultoría médica especializada","Factura CO-20260509-415",1603189
"HCP","Dr. Gabriela Diaz","CC-1482179944","Clínica Valle del Lili (Cali)","Pediatría","DONACIONES","2026-02-02","Cali","Beca de estudio científico institucional","Factura CO-20260202-416",14729453
"HCP","Dr. Carlos Martinez","CC-1779106993","Hospital Universitario San Ignacio (Bogotá)","Radiología","VIAJES","2026-05-11","Bogotá","Gastos de viáticos internacionales","Factura CO-20260511-417",3060991
"HCP","Dr. Daniela Salazar","CC-1830048117","Hospital Departamental de Villavicencio","Ginecología","HONORARIOS","2026-03-22","Villavicencio","Servicios de consultoría médica especializada","Factura CO-20260322-418",1360996
"HCP","Dr. Gustavo Gutierrez","CC-1470483570","Hospital Pablo Tobón Uribe (Medellín)","Medicina Interna","DONACIONES","2026-05-21","Medellín","Donación de equipo ecográfico portátil","Factura CO-20260521-419",10233492
"HCP","Dr. Isabella Bermudez","CC-1038386382","Hospital Pablo Tobón Uribe (Medellín)","Pediatría","REUNIONES","2026-05-23","Medellín","Inscripción a simposio nacional de cardiología","Factura CO-20260523-420",736141
"HCP","Dr. Luciana Echeverri","CC-1649480610","Clínica Foscal (Bucaramanga)","Oncología","VIAJES","2026-05-11","Bucaramanga","Gastos de viáticos internacionales","Factura CO-20260511-421",624942
"HCP","Dr. Mariana Jimenez","CC-1779638576","Hospital Pablo Tobón Uribe (Medellín)","Ginecología","DONACIONES","2026-03-05","Medellín","Beca de estudio científico institucional","Factura CO-20260305-422",4122633
"HCP","Dr. Camila Moreno","CC-1096208003","Hospital Departamental de Villavicencio","Medicina Interna","REUNIONES","2026-02-02","Villavicencio","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260202-423",711888
"INSTITUTION","Fundación Cardioinfantil (Bogotá)","NIT-500668402-6","","","HONORARIOS","2026-03-19","Bogotá","Contrato de advisory board farmacéutico","Factura CO-20260319-424",510957
"HCP","Dr. Claudia Salazar","CC-1305067588","Hospital Pablo Tobón Uribe (Medellín)","Ginecología","DONACIONES","2026-03-18","Medellín","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260318-425",24387534
"HCP","Dr. Valeria Ortiz","CC-1503323223","Clínica Foscal (Bucaramanga)","Oncología","REUNIONES","2026-03-04","Bucaramanga","Participación en mesa redonda de oncología","Factura CO-20260304-426",349715
"HCP","Dr. Mauricio Perez","CC-1714925491","Hospital Universitario San Ignacio (Bogotá)","Cirugía General","DONACIONES","2026-03-25","Bogotá","Donación de equipo ecográfico portátil","Factura CO-20260325-427",15318372
"HCP","Dr. Luciana Sanchez","CE-512467","Hospital Pablo Tobón Uribe (Medellín)","Medicina Interna","HONORARIOS","2026-04-03","Medellín","Contrato de advisory board farmacéutico","Factura CO-20260403-428",1324705
"HCP","Dr. Mariana Torres","CC-1856815217","Clínica Imbanaco (Cali)","Radiología","REUNIONES","2026-04-16","Cali","Inscripción a simposio nacional de cardiología","Factura CO-20260416-429",553781
"HCP","Dr. Carlos Restrepo","CC-1489921890","Fundación Santa Fe de Bogotá","Cirugía General","REUNIONES","2026-03-25","Bogotá","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260325-430",227144
"HCP","Dr. Ricardo Lopez","CC-1443964180","Hospital General de Medellín","Dermatología","VIAJES","2026-03-07","Medellín","Alojamiento en hotel para convención científica","Factura CO-20260307-431",2604977
"HCP","Dr. Mariana Torres","CE-608152","Clínica Valle del Lili (Cali)","Medicina Interna","HONORARIOS","2026-02-15","Cali","Servicios de consultoría médica especializada","Factura CO-20260215-432",2608422
"HCP","Dr. Felipe Gomez","CC-1454692227","Fundación Santa Fe de Bogotá","Cardiología","HONORARIOS","2026-03-22","Bogotá","Asesoría científica en junta médica","Factura CO-20260322-433",591924
"HCP","Dr. Carolina Gaviria","CC-1734610485","Fundación Cardioinfantil (Bogotá)","Cirugía General","DONACIONES","2026-05-23","Bogotá","Donación de equipo ecográfico portátil","Factura CO-20260523-434",8732637
"HCP","Dr. Alvaro Bermudez","CC-1202925631","Clínica Valle del Lili (Cali)","Dermatología","DONACIONES","2026-05-21","Cali","Donación de equipo ecográfico portátil","Factura CO-20260521-435",10233042
"INSTITUTION","Hospital Pablo Tobón Uribe (Medellín)","NIT-163331589-2","","","HONORARIOS","2026-03-25","Medellín","Contrato de advisory board farmacéutico","Factura CO-20260325-436",1088786
"HCP","Dr. Camila Ruiz","CC-1767694062","Fundación Santa Fe de Bogotá","Oncología","HONORARIOS","2026-04-28","Bogotá","Contrato de advisory board farmacéutico","Factura CO-20260428-437",602679
"HCP","Dr. Diana Munoz","CC-1472088180","Hospital Universitario San Ignacio (Bogotá)","Medicina Interna","VIAJES","2026-01-25","Bogotá","Alojamiento en hotel para convención científica","Factura CO-20260125-438",2674386
"HCP","Dr. Daniela Echeverri","CE-117404","Fundación Santa Fe de Bogotá","Anestesiología","REUNIONES","2026-03-02","Bogotá","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260302-439",750897
"INSTITUTION","Hospital Departamental de Villavicencio","NIT-437570229-0","","","VIAJES","2026-02-14","Villavicencio","Gastos de viáticos internacionales","Factura CO-20260214-440",357886
"HCP","Dr. Andres Jimenez","CC-1170245976","Hospital General de Medellín","Oncología","DONACIONES","2026-03-07","Medellín","Donación de equipo ecográfico portátil","Factura CO-20260307-441",22548224
"HCP","Dr. Daniela Jimenez","CC-1720559952","Clínica Foscal (Bucaramanga)","Oncología","REUNIONES","2026-01-26","Bucaramanga","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260126-442",669059
"HCP","Dr. Mateo Romero","CC-1560209553","Fundación Cardioinfantil (Bogotá)","Neurología","HONORARIOS","2026-04-14","Bogotá","Docencia en conferencia regional de salud","Factura CO-20260414-443",1265067
"HCP","Dr. Diana Lopez","CE-768497","Clínica Foscal (Bucaramanga)","Anestesiología","VIAJES","2026-04-02","Bucaramanga","Gastos de viáticos internacionales","Factura CO-20260402-444",2453619
"HCP","Dr. Daniel Martinez","CC-1658169082","Hospital Pablo Tobón Uribe (Medellín)","Cirugía General","DONACIONES","2026-04-29","Medellín","Donación de equipo ecográfico portátil","Factura CO-20260429-445",20955347
"HCP","Dr. Claudia Munoz","CC-1061400869","Hospital Departamental de Villavicencio","Radiología","DONACIONES","2026-04-29","Villavicencio","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260429-446",19402780
"INSTITUTION","Hospital Pablo Tobón Uribe (Medellín)","NIT-690757344-6","","","HONORARIOS","2026-04-08","Villavicencio","Docencia en conferencia regional de salud","Factura CO-20260408-447",487228
"HCP","Dr. Mauricio Jimenez","CC-1322856644","Clínica Portoazul (Barranquilla)","Ginecología","REUNIONES","2026-03-08","Barranquilla","Inscripción a simposio nacional de cardiología","Factura CO-20260308-448",515348
"HCP","Dr. Felipe Ortiz","CC-1075261640","Hospital General de Medellín","Neurología","HONORARIOS","2026-02-17","Medellín","Contrato de advisory board farmacéutico","Factura CO-20260217-449",725409
"INSTITUTION","Hospital Pablo Tobón Uribe (Medellín)","NIT-894177708-3","","","DONACIONES","2026-05-13","Bogotá","Aporte liberal para centro de investigación pública","Factura CO-20260513-450",3236939
"HCP","Dr. Diana Moreno","CE-144568","Clínica Valle del Lili (Cali)","Cirugía General","HONORARIOS","2026-05-19","Cali","Docencia en conferencia regional de salud","Factura CO-20260519-451",863639
"HCP","Dr. Claudia Gomez","CC-1118228047","Clínica Valle del Lili (Cali)","Cirugía General","VIAJES","2026-04-01","Cali","Gastos de traslado aéreo a congreso médico","Factura CO-20260401-452",2869196
"HCP","Dr. Andres Romero","CC-1177545888","Hospital General de Medellín","Radiología","VIAJES","2026-04-11","Medellín","Gastos de traslado aéreo a congreso médico","Factura CO-20260411-453",1771580
"HCP","Dr. Alvaro Martinez","CC-1753770145","Fundación Cardioinfantil (Bogotá)","Anestesiología","DONACIONES","2026-02-16","Bogotá","Donación de equipo ecográfico portátil","Factura CO-20260216-454",23503357
"HCP","Dr. Gabriela Rodriguez","CE-986868","Clínica Valle del Lili (Cali)","Neurología","VIAJES","2026-04-19","Cali","Gastos de viáticos internacionales","Factura CO-20260419-455",659687
"HCP","Dr. Mariana Hernandez","CC-1296938572","Hospital Universitario San Ignacio (Bogotá)","Ginecología","REUNIONES","2026-05-12","Bogotá","Participación en mesa redonda de oncología","Factura CO-20260512-456",191859
"HCP","Dr. Claudia Perez","CC-1871954463","Fundación Santa Fe de Bogotá","Ginecología","HONORARIOS","2026-05-02","Bogotá","Asesoría científica en junta médica","Factura CO-20260502-457",3612328
"HCP","Dr. Mateo Lopez","CC-1551375535","Fundación Santa Fe de Bogotá","Cirugía General","HONORARIOS","2026-05-07","Bogotá","Servicios de consultoría médica especializada","Factura CO-20260507-458",2879323
"INSTITUTION","Hospital General de Medellín","NIT-207139285-8","","","REUNIONES","2026-03-14","Cali","Inscripción a simposio nacional de cardiología","Factura CO-20260314-459",278384
"HCP","Dr. Daniel Romero","CC-1525504729","Hospital General de Medellín","Medicina Interna","HONORARIOS","2026-03-28","Medellín","Asesoría científica en junta médica","Factura CO-20260328-460",913483
"HCP","Dr. Carlos Uribe","CC-1062611103","Hospital Universitario San Ignacio (Bogotá)","Pediatría","DONACIONES","2026-03-11","Bogotá","Donación de equipo ecográfico portátil","Factura CO-20260311-461",17912369
"HCP","Dr. Carlos Perez","CC-1830668646","Clínica Portoazul (Barranquilla)","Dermatología","DONACIONES","2026-04-04","Barranquilla","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260404-462",9425930
"HCP","Dr. Nicolas Alvarez","CC-1419064403","Clínica Imbanaco (Cali)","Neurología","HONORARIOS","2026-02-13","Cali","Asesoría científica en junta médica","Factura CO-20260213-463",566484
"HCP","Dr. Andres Ortiz","CC-1393614121","Hospital Departamental de Villavicencio","Dermatología","VIAJES","2026-03-31","Villavicencio","Gastos de traslado aéreo a congreso médico","Factura CO-20260331-464",1906866
"HCP","Dr. Luis Velasquez","CE-797917","Fundación Cardioinfantil (Bogotá)","Oncología","HONORARIOS","2026-02-24","Bogotá","Asesoría científica en junta médica","Factura CO-20260224-465",4011462
"INSTITUTION","Clínica Foscal (Bucaramanga)","NIT-480090645-9","","","REUNIONES","2026-04-18","Bucaramanga","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260418-466",784338
"HCP","Dr. Andres Lopez","CC-1245738421","Fundación Cardioinfantil (Bogotá)","Neurología","REUNIONES","2026-05-15","Bogotá","Inscripción a simposio nacional de cardiología","Factura CO-20260515-467",172291
"HCP","Dr. Patricia Rojas","CC-1294024654","Hospital Pablo Tobón Uribe (Medellín)","Pediatría","HONORARIOS","2026-03-11","Medellín","Contrato de advisory board farmacéutico","Factura CO-20260311-468",2224212
"HCP","Dr. Sebastian Gomez","CE-991742","Hospital Universitario San Ignacio (Bogotá)","Pediatría","VIAJES","2026-02-08","Bogotá","Gastos de viáticos internacionales","Factura CO-20260208-469",433510
"HCP","Dr. Valeria Diaz","CC-1438705577","Fundación Santa Fe de Bogotá","Medicina Interna","VIAJES","2026-01-25","Bogotá","Gastos de traslado aéreo a congreso médico","Factura CO-20260125-470",1038135
"HCP","Dr. Daniela Martinez","CC-1420503290","Hospital General de Medellín","Ginecología","VIAJES","2026-03-22","Medellín","Gastos de traslado aéreo a congreso médico","Factura CO-20260322-471",2797463
"HCP","Dr. Sofia Romero","CC-1489562980","Hospital Pablo Tobón Uribe (Medellín)","Medicina Interna","REUNIONES","2026-02-20","Medellín","Inscripción a simposio nacional de cardiología","Factura CO-20260220-472",585170
"INSTITUTION","Hospital Pablo Tobón Uribe (Medellín)","NIT-547552995-5","","","REUNIONES","2026-05-14","Medellín","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260514-473",95723
"HCP","Dr. Nicolas Bermudez","CC-1065227769","Clínica Portoazul (Barranquilla)","Cardiología","REUNIONES","2026-03-09","Barranquilla","Inscripción a simposio nacional de cardiología","Factura CO-20260309-474",690069
"HCP","Dr. Alvaro Uribe","CC-1735286744","Clínica Imbanaco (Cali)","Dermatología","DONACIONES","2026-02-25","Cali","Aporte liberal para centro de investigación pública","Factura CO-20260225-475",12924319
