"Recipient Type","Recipient Name","Codice Fiscale","Struttura","Specializzazione","Tipologia","Data","Place","Oggetto","Dettagli","Amount"
"HCP","Dr. Antonio Moretti","MRTNTN75B19F205H","Ospedale San Martino (Genova)","Neurologia","CONVENZIONI","2026-02-13","Palermo","Supporto alla ricerca clinica","Fattura IT-20260213-388",690
"HCP","Dr. Alessandro Mancini","MNCLSS61A20F205H","Ospedale San Raffaele (Milano)","Oncologia","CONSULTANCY","2026-01-29","Firenze","Partecipazione tavola rotonda","Fattura IT-20260129-389",693
"HCP","Dr. Filippo Ricci","RCCFLP77P07F205H","Ospedale Sant'Orsola (Bologna)","Medicina Interna","PRESENTATION","2026-02-21","Napoli","Presentazione di prodotto farmaceutico","Fattura IT-20260221-390",422
"HCP","Dr. Leonardo Mancini","MNCLNR80B04F205H","Ospedale San Raffaele (Milano)","Ginecologia","CONFERENCE_SUPPORT","2026-01-02","Firenze","Quota di iscrizione congresso","Fattura IT-20260102-391",628
"HCP","Dr. Mattia Moretti","MRTMTT75E16F205H","Ospedale Cardarelli (Napoli)","Anestesiologia","CONVENZIONI","2026-05-15","Bari","Incarico di docenza per seminario","Fattura IT-20260515-392",209
"HCP","Dr. Paola Vinci","VNCPLP81P13F205H","Ospedale San Raffaele (Milano)","Anestesiologia","CONVENZIONI","2026-02-02","Firenze","Accordo di consulenza scientifica","Fattura IT-20260202-393",315
"HCP","Dr. Davide Barbier","BRBDVD73L21F205H","Ospedale Cardarelli (Napoli)","Radiologia","CONVENZIONI","2026-04-13","Bari","Incarico di docenza per seminario","Fattura IT-20260413-394",784
"INSTITUTION","Ospedale San Martino (Genova)","PI102795179","","","DONAZIONI","2026-01-09","Palermo","Donazione materiale didattico","Fattura IT-20260109-395",1760
"HCP","Dr. Alice Colombo","CLMLCL88H15F205H","Ospedale Molinette (Torino)","Anestesiologia","PRESENTATION","2026-02-16","Padova","Presentazione di prodotto farmaceutico","Fattura IT-20260216-396",229
"HCP","Dr. Sofia Barbier","BRBSFS79S01F205H","Ospedale Sant'Orsola (Bologna)","Chirurgia Generale","CONVENZIONI","2026-02-24","Napoli","Accordo di consulenza scientifica","Fattura IT-20260224-397",1292
"HCP","Dr. Francesca Esposito","SPSFRN81B06F205H","Ospedale San Raffaele (Milano)","Dermatologia","CONVENZIONI","2026-02-26","Firenze","Incarico di docenza per seminario","Fattura IT-20260226-398",692
"HCP","Dr. Gabriele Gallo","GLLGBR52L27F205H","Policlinico Gemelli (Roma)","Anestesiologia","PRESENTATION","2026-02-25","Roma","Briefing scientifico aziendale","Fattura IT-20260225-399",780
"HCP","Dr. Aurora Giordano","GRDRRR56D04F205H","Policlinico Gemelli (Roma)","Cardiologia","PRESENTATION","2026-01-11","Roma","Briefing scientifico aziendale","Fattura IT-20260111-400",707
"HCP","Dr. Antonio Greco","GRCNTN67L13F205H","Ospedale San Martino (Genova)","Dermatologia","PRESENTATION","2026-01-10","Palermo","Presentazione di prodotto farmaceutico","Fattura IT-20260110-401",756
"INSTITUTION","Policlinico Gemelli (Roma)","PI186777307","","","CONVENZIONI","2026-04-27","Milano","Accordo di consulenza scientifica","Fattura IT-20260427-402",726
"HCP","Dr. Greta Romano","RMNGRT86S02F205H","Policlinico di Bari","Radiologia","CONFERENCE_SUPPORT","2026-01-16","Torino","Rimborso spese viaggio e alloggio","Fattura IT-20260116-403",532
"HCP","Dr. Alice Gallo","GLLLCL69A24F205H","Ospedale Careggi (Firenze)","Neurologia","DONAZIONI","2026-04-30","Bologna","Donazione apparecchio ecografico","Fattura IT-20260430-404",2410
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI607982815","","","CONVENZIONI","2026-03-11","Roma","Accordo di consulenza scientifica","Fattura IT-20260311-405",174
"HCP","Dr. Alice Mancini","MNCLCL73A25F205H","Ospedale Careggi (Firenze)","Oncologia","DONAZIONI","2026-03-28","Bologna","Supporto liberale borse di studio","Fattura IT-20260328-406",1925
"HCP","Dr. Pietro Rossi","RSSPTR88H13F205H","Ospedale Civile di Padova","Pediatria","CONVENZIONI","2026-03-03","Genova","Accordo di consulenza scientifica","Fattura IT-20260303-407",309
"HCP","Dr. Francesco Romano","RMNFRN60M17F205H","Ospedale Sant'Orsola (Bologna)","Medicina Interna","CONVENZIONI","2026-01-21","Napoli","Contratto di advisory board","Fattura IT-20260121-408",576
"HCP","Dr. Francesca Caruso","CRSFRN82A10F205H","Ospedale Sant'Orsola (Bologna)","Anestesiologia","CONSULTANCY","2026-02-18","Napoli","Consulenza tecnica di prodotto","Fattura IT-20260218-409",188
"HCP","Dr. Ludovica Pellegrini","PLLLDV86S13F205H","Ospedale San Raffaele (Milano)","Oncologia","CONVENZIONI","2026-03-31","Firenze","Contratto di advisory board","Fattura IT-20260331-410",228
"INSTITUTION","Ospedale Sant'Orsola (Bologna)","PI963196606","","","CONFERENCE_SUPPORT","2026-03-31","Firenze","Copertura spese di ospitalità","Fattura IT-20260331-411",128
"HCP","Dr. Davide Gatti","GTTDVD87D12F205H","Ospedale San Raffaele (Milano)","Dermatologia","CONSULTANCY","2026-04-03","Firenze","Partecipazione tavola rotonda","Fattura IT-20260403-412",614
"HCP","Dr. Marco Marino","MRNMRC78R25F205H","Ospedale San Martino (Genova)","Anestesiologia","PRESENTATION","2026-03-03","Palermo","Briefing scientifico aziendale","Fattura IT-20260303-413",404
"HCP","Dr. Aurora Bruno","BRNRRR67S20F205H","Policlinico di Bari","Neurologia","CONSULTANCY","2026-04-27","Torino","Consulenza tecnica di prodotto","Fattura IT-20260427-414",682
"HCP","Dr. Ludovica Rizzo","RZZLDV60L07F205H","Ospedale Cardarelli (Napoli)","Cardiologia","PRESENTATION","2026-04-15","Bari","Briefing scientifico aziendale","Fattura IT-20260415-415",597
"HCP","Dr. Ludovica Costa","CSTLDV79D22F205H","Ospedale San Martino (Genova)","Oncologia","CONFERENCE_SUPPORT","2026-05-10","Palermo","Copertura spese di ospitalità","Fattura IT-20260510-416",267
"HCP","Dr. Giorgia Moretti","MRTGRG88D14F205H","Ospedale Niguarda (Milano)","Radiologia","CONFERENCE_SUPPORT","2026-05-24","Milano","Rimborso spese viaggio e alloggio","Fattura IT-20260524-417",129
"INSTITUTION","Ospedale San Martino (Genova)","PI314173398","","","CONVENZIONI","2026-04-11","Roma","Accordo di consulenza scientifica","Fattura IT-20260411-418",682
"HCP","Dr. Beatrice Bianchi","BNCBTR61H23F205H","Policlinico Gemelli (Roma)","Cardiologia","CONFERENCE_SUPPORT","2026-02-06","Roma","Copertura spese di ospitalità","Fattura IT-20260206-419",743
"HCP","Dr. Davide Bruno","BRNDVD56D15F205H","Policlinico di Bari","Cardiologia","DONAZIONI","2026-03-22","Torino","Supporto liberale borse di studio","Fattura IT-20260322-420",1082
"HCP","Dr. Lorenzo De Luca","DLCLRN78H05F205H","Ospedale Civile di Padova","Medicina Interna","DONAZIONI","2026-04-15","Genova","Donazione apparecchio ecografico","Fattura IT-20260415-421",1987
"HCP","Dr. Pietro Bruno","BRNPTR56C19F205H","Policlinico Gemelli (Roma)","Oncologia","CONFERENCE_SUPPORT","2026-01-05","Roma","Rimborso spese viaggio e alloggio","Fattura IT-20260105-422",122
"HCP","Dr. Leonardo Bruno","BRNLNR68L07F205H","Ospedale Cardarelli (Napoli)","Dermatologia","PRESENTATION","2026-05-01","Bari","Presentazione di prodotto farmaceutico","Fattura IT-20260501-423",321
"HCP","Dr. Davide Colombo","CLMDVD80S13F205H","Ospedale Molinette (Torino)","Radiologia","CONSULTANCY","2026-01-07","Padova","Partecipazione tavola rotonda","Fattura IT-20260107-424",600
"HCP","Dr. Mattia Santoro","SNTMTT52D12F205H","Ospedale Niguarda (Milano)","Dermatologia","DONAZIONI","2026-03-02","Milano","Donazione apparecchio ecografico","Fattura IT-20260302-425",1301
"INSTITUTION","Ospedale San Raffaele (Milano)","PI618148581","","","CONSULTANCY","2026-04-22","Padova","Relazione scientifica convegno","Fattura IT-20260422-426",66
"HCP","Dr. Alice Vinci","VNCLCL59P17F205H","Ospedale San Raffaele (Milano)","Cardiologia","DONAZIONI","2026-01-29","Firenze","Erogazione per attrezzature di reparto","Fattura IT-20260129-427",1676
"HCP","Dr. Pietro Rinaldi","RNLPTR73S27F205H","Ospedale Molinette (Torino)","Neurologia","PRESENTATION","2026-04-24","Padova","Briefing scientifico aziendale","Fattura IT-20260424-428",728
"HCP","Dr. Alice Rizzo","RZZLCL81R19F205H","Ospedale Civile di Padova","Dermatologia","CONSULTANCY","2026-04-15","Genova","Consulenza tecnica di prodotto","Fattura IT-20260415-429",206
"HCP","Dr. Paola Esposito","SPSPLP57D20F205H","Policlinico di Bari","Cardiologia","CONFERENCE_SUPPORT","2026-01-22","Torino","Rimborso spese viaggio e alloggio","Fattura IT-20260122-430",619
"HCP","Dr. Chiara Colombo","CLMCHR82E03F205H","Ospedale Niguarda (Milano)","Medicina Interna","DONAZIONI","2026-05-02","Milano","Erogazione per attrezzature di reparto","Fattura IT-20260502-431",6725
"HCP","Dr. Antonio Fontana","FNTNTN51A12F205H","Ospedale San Raffaele (Milano)","Medicina Interna","CONFERENCE_SUPPORT","2026-02-20","Firenze","Rimborso spese viaggio e alloggio","Fattura IT-20260220-432",497
"HCP","Dr. Filippo Barbier","BRBFLP62H13F205H","Ospedale Molinette (Torino)","Ginecologia","CONSULTANCY","2026-03-06","Padova","Relazione scientifica convegno","Fattura IT-20260306-433",825
"HCP","Dr. Pietro Mariani","MRNPTR88B12F205H","Ospedale Civile di Padova","Dermatologia","CONFERENCE_SUPPORT","2026-01-03","Genova","Rimborso spese viaggio e alloggio","Fattura IT-20260103-434",400
"HCP","Dr. Silvia Bruno","BRNSLV82R01F205H","Policlinico Gemelli (Roma)","Ginecologia","PRESENTATION","2026-05-19","Roma","Presentazione di prodotto farmaceutico","Fattura IT-20260519-435",77
"HCP","Dr. Giovanni Giordano","GRDGVN70E26F205H","Ospedale Civile di Padova","Cardiologia","CONFERENCE_SUPPORT","2026-03-30","Genova","Rimborso spese viaggio e alloggio","Fattura IT-20260330-436",488
"INSTITUTION","Ospedale San Raffaele (Milano)","PI689549106","","","CONSULTANCY","2026-04-07","Bologna","Partecipazione tavola rotonda","Fattura IT-20260407-437",315
"HCP","Dr. Emma Giordano","GRDMMM77L24F205H","Ospedale Molinette (Torino)","Ginecologia","DONAZIONI","2026-01-25","Padova","Supporto liberale borse di studio","Fattura IT-20260125-438",2252
"HCP","Dr. Davide Gallo","GLLDVD55H22F205H","Ospedale Molinette (Torino)","Chirurgia Generale","CONFERENCE_SUPPORT","2026-01-01","Padova","Rimborso spese viaggio e alloggio","Fattura IT-20260101-439",366
"HCP","Dr. Silvia Colombo","CLMSLV63E22F205H","Ospedale San Martino (Genova)","Oncologia","PRESENTATION","2026-01-09","Palermo","Presentazione di prodotto farmaceutico","Fattura IT-20260109-440",595
"HCP","Dr. Greta Mancini","MNCGRT87T15F205H","Ospedale Civile di Padova","Cardiologia","CONSULTANCY","2026-03-21","Genova","Consulenza tecnica di prodotto","Fattura IT-20260321-441",545
"INSTITUTION","Policlinico Gemelli (Roma)","PI258009698","","","CONVENZIONI","2026-03-14","Padova","Contratto di advisory board","Fattura IT-20260314-442",1221
"HCP","Dr. Mattia Russo","RSSMTT57B03F205H","Ospedale San Raffaele (Milano)","Ginecologia","DONAZIONI","2026-03-22","Firenze","Erogazione per attrezzature di reparto","Fattura IT-20260322-443",571
"HCP","Dr. Aurora Barbier","BRBRRR62E06F205H","Policlinico Gemelli (Roma)","Pediatria","DONAZIONI","2026-03-07","Roma","Donazione materiale didattico","Fattura IT-20260307-444",2266
"HCP","Dr. Riccardo Gatti","GTTRCC65D16F205H","Ospedale Sant'Orsola (Bologna)","Radiologia","DONAZIONI","2026-03-30","Napoli","Erogazione per attrezzature di reparto","Fattura IT-20260330-445",2209
"HCP","Dr. Lorenzo Gatti","GTTLRN72E10F205H","Ospedale San Martino (Genova)","Pediatria","DONAZIONI","2026-01-16","Palermo","Donazione apparecchio ecografico","Fattura IT-20260116-446",8711
"HCP","Dr. Lorenzo Rossi","RSSLRN81H11F205H","Ospedale Cardarelli (Napoli)","Chirurgia Generale","CONFERENCE_SUPPORT","2026-04-19","Bari","Rimborso spese viaggio e alloggio","Fattura IT-20260419-447",718
"HCP","Dr. Pietro Romano","RMNPTR52T02F205H","Policlinico di Bari","Medicina Interna","PRESENTATION","2026-05-13","Torino","Briefing scientifico aziendale","Fattura IT-20260513-448",63
"HCP","Dr. Valeria Bianchi","BNCVLR68S02F205H","Ospedale Careggi (Firenze)","Neurologia","CONFERENCE_SUPPORT","2026-01-26","Bologna","Copertura spese di ospitalità","Fattura IT-20260126-449",137
"INSTITUTION","Ospedale San Raffaele (Milano)","PI228894888","","","CONFERENCE_SUPPORT","2026-01-30","Genova","Quota di iscrizione congresso","Fattura IT-20260130-450",818
"INSTITUTION","Ospedale Sant'Orsola (Bologna)","PI177925402","","","CONFERENCE_SUPPORT","2026-05-01","Bari","Quota di iscrizione congresso","Fattura IT-20260501-451",258
"HCP","Dr. Gabriele Gatti","GTTGBR67S10F205H","Policlinico Gemelli (Roma)","Oncologia","CONFERENCE_SUPPORT","2026-02-13","Roma","Quota di iscrizione congresso","Fattura IT-20260213-452",331
"HCP","Dr. Marco Santoro","SNTMRC73E14F205H","Ospedale Molinette (Torino)","Ginecologia","PRESENTATION","2026-02-14","Padova","Briefing scientifico aziendale","Fattura IT-20260214-453",568
"HCP","Dr. Filippo Greco","GRCFLP61P04F205H","Ospedale Civile di Padova","Chirurgia Generale","DONAZIONI","2026-05-18","Genova","Donazione apparecchio ecografico","Fattura IT-20260518-454",1955
"HCP","Dr. Alessandro Mancini","MNCLSS68B16F205H","Ospedale Careggi (Firenze)","Pediatria","PRESENTATION","2026-03-21","Bologna","Presentazione di prodotto farmaceutico","Fattura IT-20260321-455",724
"INSTITUTION","Ospedale San Raffaele (Milano)","PI834763255","","","CONSULTANCY","2025-12-30","Palermo","Partecipazione tavola rotonda","Fattura IT-20251230-456",344
"INSTITUTION","Ospedale Sant'Orsola (Bologna)","PI415543988","","","CONFERENCE_SUPPORT","2026-04-20","Roma","Rimborso spese viaggio e alloggio","Fattura IT-20260420-457",489
"HCP","Dr. Sofia Vinci","VNCSFS63C26F205H","Ospedale Molinette (Torino)","Pediatria","CONVENZIONI","2026-03-13","Padova","Incarico di docenza per seminario","Fattura IT-20260313-458",1372
"HCP","Dr. Beatrice Rizzo","RZZBTR75T02F205H","Ospedale Cardarelli (Napoli)","Radiologia","CONVENZIONI","2026-04-01","Bari","Incarico di docenza per seminario","Fattura IT-20260401-459",459
"HCP","Dr. Lorenzo Costa","CSTLRN88E16F205H","Ospedale Careggi (Firenze)","Dermatologia","CONFERENCE_SUPPORT","2026-01-14","Bologna","Copertura spese di ospitalità","Fattura IT-20260114-460",390
"HCP","Dr. Luca Mancini","MNCLCL78P09F205H","Ospedale Sant'Orsola (Bologna)","Medicina Interna","CONVENZIONI","2026-05-16","Napoli","Incarico di docenza per seminario","Fattura IT-20260516-461",384
"HCP","Dr. Silvia Barbier","BRBSLV55A28F205H","Policlinico Gemelli (Roma)","Radiologia","CONSULTANCY","2026-01-05","Roma","Partecipazione tavola rotonda","Fattura IT-20260105-462",73
"HCP","Dr. Riccardo Caruso","CRSRCC79P02F205H","Ospedale Civile di Padova","Oncologia","DONAZIONI","2026-04-03","Genova","Erogazione per attrezzature di reparto","Fattura IT-20260403-463",2096
"INSTITUTION","Ospedale Careggi (Firenze)","PI705094219","","","CONFERENCE_SUPPORT","2026-05-03","Milano","Quota di iscrizione congresso","Fattura IT-20260503-464",506
"HCP","Dr. Francesco Fontana","FNTFRN78H04F205H","Policlinico di Bari","Chirurgia Generale","PRESENTATION","2026-03-29","Torino","Briefing scientifico aziendale","Fattura IT-20260329-465",700
"HCP","Dr. Matteo Colombo","CLMMTT71A14F205H","Ospedale Molinette (Torino)","Pediatria","CONVENZIONI","2026-04-30","Padova","Supporto alla ricerca clinica","Fattura IT-20260430-466",357
"HCP","Dr. Ludovica Rossi","RSSLDV58R03F205H","Ospedale Molinette (Torino)","Pediatria","DONAZIONI","2026-02-21","Padova","Donazione materiale didattico","Fattura IT-20260221-467",1833
"HCP","Dr. Valeria Russo","RSSVLR85H09F205H","Policlinico di Bari","Neurologia","DONAZIONI","2026-02-28","Torino","Donazione apparecchio ecografico","Fattura IT-20260228-468",843
"HCP","Dr. Sofia Colombo","CLMSFS65H18F205H","Ospedale San Martino (Genova)","Radiologia","CONFERENCE_SUPPORT","2026-02-21","Palermo","Copertura spese di ospitalità","Fattura IT-20260221-469",361
"HCP","Dr. Antonio Russo","RSSNTN88E13F205H","Ospedale San Martino (Genova)","Cardiologia","CONVENZIONI","2026-03-31","Palermo","Contratto di advisory board","Fattura IT-20260331-470",698
"INSTITUTION","Policlinico Gemelli (Roma)","PI408755566","","","CONVENZIONI","2026-02-25","Palermo","Supporto alla ricerca clinica","Fattura IT-20260225-471",1606
"HCP","Dr. Luca Santoro","SNTLCL70T05F205H","Ospedale Sant'Orsola (Bologna)","Pediatria","CONVENZIONI","2026-01-02","Napoli","Supporto alla ricerca clinica","Fattura IT-20260102-472",1834
"HCP","Dr. Chiara Marino","MRNCHR85C03F205H","Policlinico Gemelli (Roma)","Radiologia","CONSULTANCY","2026-05-06","Roma","Partecipazione tavola rotonda","Fattura IT-20260506-473",353
"HCP","Dr. Luca Giordano","GRDLCL62T18F205H","Policlinico Gemelli (Roma)","Anestesiologia","CONFERENCE_SUPPORT","2026-02-22","Roma","Copertura spese di ospitalità","Fattura IT-20260222-474",757
"HCP","Dr. Gabriele Rizzo","RZZGBR60T08F205H","Ospedale San Raffaele (Milano)","Pediatria","CONSULTANCY","2025-12-27","Firenze","Partecipazione tavola rotonda","Fattura IT-20251227-475",531
"HCP","Dr. Lorenzo Caruso","CRSLRN50B16F205H","Ospedale Sant'Orsola (Bologna)","Neurologia","CONFERENCE_SUPPORT","2026-05-18","Napoli","Copertura spese di ospitalità","Fattura IT-20260518-476",556
"HCP","Dr. Mattia Vinci","VNCMTT57L23F205H","Ospedale Niguarda (Milano)","Dermatologia","DONAZIONI","2026-05-17","Milano","Donazione materiale didattico","Fattura IT-20260517-477",1819
"HCP","Dr. Sofia Rizzo","RZZSFS87H28F205H","Ospedale San Martino (Genova)","Neurologia","DONAZIONI","2026-02-24","Palermo","Erogazione per attrezzature di reparto","Fattura IT-20260224-478",953
"INSTITUTION","Ospedale Sant'Orsola (Bologna)","PI955030896","","","CONVENZIONI","2026-05-15","Milano","Accordo di consulenza scientifica","Fattura IT-20260515-479",1441
"HCP","Dr. Pietro Rinaldi","RNLPTR53S23F205H","Ospedale Niguarda (Milano)","Anestesiologia","DONAZIONI","2026-01-17","Milano","Erogazione per attrezzature di reparto","Fattura IT-20260117-480",639
"HCP","Dr. Silvia Santoro","SNTSLV57D10F205H","Ospedale Careggi (Firenze)","Medicina Interna","DONAZIONI","2026-05-03","Bologna","Supporto liberale borse di studio","Fattura IT-20260503-481",2185
"HCP","Dr. Sofia Ferrari","FRRSFS75L04F205H","Ospedale Careggi (Firenze)","Cardiologia","CONFERENCE_SUPPORT","2026-03-21","Bologna","Quota di iscrizione congresso","Fattura IT-20260321-482",253
"HCP","Dr. Pietro Romano","RMNPTR54T05F205H","Ospedale San Martino (Genova)","Dermatologia","DONAZIONI","2026-03-22","Palermo","Donazione materiale didattico","Fattura IT-20260322-483",712
"HCP","Dr. Riccardo Fontana","FNTRCC85C26F205H","Policlinico Gemelli (Roma)","Anestesiologia","CONFERENCE_SUPPORT","2026-03-11","Roma","Copertura spese di ospitalità","Fattura IT-20260311-484",207
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI149593351","","","DONAZIONI","2026-01-03","Milano","Donazione materiale didattico","Fattura IT-20260103-485",2145
"HCP","Dr. Sofia Ricci","RCCSFS62B26F205H","Policlinico Gemelli (Roma)","Pediatria","CONFERENCE_SUPPORT","2026-02-07","Roma","Quota di iscrizione congresso","Fattura IT-20260207-486",206
"HCP","Dr. Riccardo De Luca","DLCRCC85P12F205H","Ospedale Niguarda (Milano)","Cardiologia","PRESENTATION","2026-03-20","Milano","Presentazione di prodotto farmaceutico","Fattura IT-20260320-487",730
"HCP","Dr. Andrea Santoro","SNTNDR76A05F205H","Policlinico Gemelli (Roma)","Chirurgia Generale","DONAZIONI","2026-04-30","Roma","Erogazione per attrezzature di reparto","Fattura IT-20260430-488",1874
